UF,cod.UF,cod Municipio,Nome do municipio,População estimada,PIB per capita,PIB TOTAL (em R$ mi),Atividade econômica,Ranking PIB per capita,Ranking PIB Total
SP,35,3557154,Zacarias,2574,35478,93520,"Agricultura, inclusive apoio à agricultura e a pós colheita",804,3879
PR,41,4100103,Abatiá,7823,22814,177219,"Agricultura, inclusive apoio à agricultura e a pós colheita",1897,2782
PR,41,4100202,Adrianópolis,6333,40690,254477,Indústrias de transformação,578,2166
PR,41,4100301,Agudos do Sul,8983,20765,190231,"Agricultura, inclusive apoio à agricultura e a pós colheita",2186,2648
PR,41,4100400,Almirante Tamandaré,112870,13201,1522885,Demais serviços,3353,554
PR,41,4100459,Altamira do Paraná,3341,24473,72146,"Administração, defesa, educação e saúde públicas e seguridade social",1687,4334
PR,41,4128625,Alto Paraíso,3077,28619,85801,"Pecuária, inclusive apoio à pecuária",1262,4035
PR,41,4100608,Alto Paraná,14518,26736,392829,"Agricultura, inclusive apoio à agricultura e a pós colheita",1437,1582
PR,41,4100707,Alto Piquiri,10285,27881,284996,"Agricultura, inclusive apoio à agricultura e a pós colheita",1320,1995
PR,41,4100509,Altônia,21744,16345,359393,Demais serviços,2823,1676
PR,41,4100806,Alvorada do Sul,11057,22182,249262,Demais serviços,1990,2196
PR,41,4100905,Amaporã,5953,19292,117371,"Agricultura, inclusive apoio à agricultura e a pós colheita",2388,3504
PR,41,4101002,Ampére,18591,30580,577536,Demais serviços,1117,1194
PR,41,4101051,Anahy,2915,25572,74185,"Administração, defesa, educação e saúde públicas e seguridade social",1557,4293
PR,41,4101101,Andirá,20876,34403,714522,Demais serviços,868,1006
PR,41,4101150,Ângulo,2964,33353,99193,"Agricultura, inclusive apoio à agricultura e a pós colheita",931,3782
PR,41,4101200,Antonina,19416,26613,516822,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",1447,1286
PR,41,4101309,Antônio Olinto,7578,22443,170272,"Agricultura, inclusive apoio à agricultura e a pós colheita",1949,2848
PR,41,4101408,Apucarana,130430,23872,3167647,Demais serviços,1764,286
PR,41,4101507,Arapongas,115412,37763,4474057,Indústrias de transformação,700,212
PR,41,4101606,Arapoti,27547,39093,1090916,Demais serviços,632,709
PR,41,4101655,Arapuã,3426,27038,90389,"Agricultura, inclusive apoio à agricultura e a pós colheita",1397,3947
PR,41,4101705,Araruna,14014,34710,489336,Indústrias de transformação,845,1350
PR,41,4101804,Araucária,133428,123478,16972345,Indústrias de transformação,30,51
PR,41,4101853,Ariranha do Ivaí,2359,34323,78978,"Agricultura, inclusive apoio à agricultura e a pós colheita",876,4179
PR,41,4101903,Assaí,16212,24705,395256,Demais serviços,1662,1574
PR,41,4102000,Assis Chateaubriand,34027,33808,1151649,Demais serviços,901,677
PR,41,4102109,Astorga,25976,27527,721092,Demais serviços,1350,1000
PR,41,4102208,Atalaia,4004,38366,153424,"Agricultura, inclusive apoio à agricultura e a pós colheita",660,3031
PR,41,4102307,Balsa Nova,12337,51138,644441,Indústrias de transformação,307,1096
PR,41,4102406,Bandeirantes,32639,22390,727355,Demais serviços,1956,986
PR,41,4102505,Barbosa Ferraz,12487,17627,216815,Demais serviços,2616,2417
PR,41,4102703,Barra do Jacaré,2821,27827,78694,"Agricultura, inclusive apoio à agricultura e a pós colheita",1326,4188
PR,41,4102604,Barracão,10231,22299,229991,Demais serviços,1973,2315
PR,41,4102752,Bela Vista da Caroba,3848,17540,66194,"Administração, defesa, educação e saúde públicas e seguridade social",2632,4476
PR,41,4102802,Bela Vista do Paraíso,15612,28772,450451,Demais serviços,1252,1435
PR,41,4102901,Bituruna,16480,19878,330506,"Administração, defesa, educação e saúde públicas e seguridade social",2299,1780
PR,41,4103008,Boa Esperança,4478,44481,195362,"Agricultura, inclusive apoio à agricultura e a pós colheita",465,2593
PR,41,4103024,Boa Esperança do Iguaçu,2716,32033,85560,"Pecuária, inclusive apoio à pecuária",1013,4043
PR,41,4103040,Boa Ventura de São Roque,6683,33439,222870,"Agricultura, inclusive apoio à agricultura e a pós colheita",925,2367
PR,41,4103057,Boa Vista da Aparecida,7968,17034,134758,"Administração, defesa, educação e saúde públicas e seguridade social",2709,3270
PR,41,4103107,Bocaiúva do Sul,12159,15859,197867,"Administração, defesa, educação e saúde públicas e seguridade social",2902,2569
PR,41,4103156,Bom Jesus do Sul,3777,18872,70449,"Administração, defesa, educação e saúde públicas e seguridade social",2454,4372
PR,41,4103206,Bom Sucesso,6944,17496,122808,"Agricultura, inclusive apoio à agricultura e a pós colheita",2637,3424
PR,41,4103222,Bom Sucesso do Sul,3365,52362,175832,"Agricultura, inclusive apoio à agricultura e a pós colheita",282,2793
PR,41,4103305,Borrazópolis,7497,22841,166285,Demais serviços,1892,2887
PR,41,4103354,Braganey,5742,28477,161947,"Agricultura, inclusive apoio à agricultura e a pós colheita",1274,2925
PR,41,4103370,Brasilândia do Sul,3037,55543,163462,"Agricultura, inclusive apoio à agricultura e a pós colheita",239,2913
PR,41,4103404,Cafeara,2873,21176,61643,"Agricultura, inclusive apoio à agricultura e a pós colheita",2115,4580
PR,41,4103453,Cafelândia,16611,78304,1344864,Indústrias de transformação,101,612
PR,41,4103479,Cafezal do Sul,4288,21281,90338,"Administração, defesa, educação e saúde públicas e seguridade social",2096,3948
PR,41,4103503,Califórnia,8505,19963,171341,Demais serviços,2289,2839
PR,41,4103602,Cambará,25170,24381,619295,Demais serviços,1697,1127
PR,41,4103701,Cambé,103822,36458,3840715,Demais serviços,761,247
PR,41,4103800,Cambira,7708,23851,186228,Demais serviços,1766,2680
PR,41,4103909,Campina da Lagoa,15247,26185,393878,Demais serviços,1487,1579
PR,41,4103958,Campina do Simão,4096,22746,92393,"Agricultura, inclusive apoio à agricultura e a pós colheita",1909,3911
PR,41,4104006,Campina Grande do Sul,41821,34854,1482914,Demais serviços,837,562
PR,41,4104055,Campo Bonito,4259,36378,151405,"Agricultura, inclusive apoio à agricultura e a pós colheita",766,3047
PR,41,4104105,Campo do Tenente,7693,23514,184090,"Agricultura, inclusive apoio à agricultura e a pós colheita",1803,2707
PR,41,4104204,Campo Largo,124098,32610,4151593,Demais serviços,970,226
PR,41,4104253,Campo Magro,27517,14751,416625,"Administração, defesa, educação e saúde públicas e seguridade social",3085,1519
PR,41,4104303,Campo Mourão,92930,36491,3435760,Demais serviços,758,268
PR,41,4104402,Cândido de Abreu,16339,18477,296715,"Administração, defesa, educação e saúde públicas e seguridade social",2515,1946
PR,41,4104428,Candói,15822,29958,478665,"Agricultura, inclusive apoio à agricultura e a pós colheita",1160,1372
PR,41,4104451,Cantagalo,13452,17529,236727,"Administração, defesa, educação e saúde públicas e seguridade social",2633,2271
PR,41,4104501,Capanema,19275,34042,659197,Demais serviços,889,1068
PR,41,4104600,Capitão Leônidas Marques,15724,74823,1185940,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",114,667
PR,41,4104659,Carambeí,21590,57644,1284427,Demais serviços,212,630
PR,41,4104709,Carlópolis,14337,18640,268995,Demais serviços,2490,2075
PR,41,4104808,Cascavel,312778,35590,11374861,Demais serviços,797,87
PR,41,4104907,Castro,70810,37188,2658989,Demais serviços,718,344
PR,41,4105003,Catanduvas,10459,24835,259551,"Agricultura, inclusive apoio à agricultura e a pós colheita",1649,2135
PR,41,4105102,Centenário do Sul,11312,19822,222915,"Agricultura, inclusive apoio à agricultura e a pós colheita",2308,2366
PR,41,4105201,Cerro Azul,17755,17840,319076,"Administração, defesa, educação e saúde públicas e seguridade social",2588,1836
PR,41,4105300,Céu Azul,11649,49492,582222,Demais serviços,340,1181
PR,41,4105409,Chopinzinho,19992,31544,628078,Demais serviços,1055,1113
PR,41,4105508,Cianorte,77515,34136,2716202,Demais serviços,887,335
PR,41,4105607,Cidade Gaúcha,12069,31607,389582,Demais serviços,1050,1588
PR,41,4105706,Clevelândia,17373,29004,500322,Demais serviços,1235,1320
PR,41,4105805,Colombo,232432,19940,4733738,Demais serviços,2291,206
PR,41,4105904,Colorado,23678,26038,623367,Demais serviços,1503,1122
PR,41,4106001,Congonhinhas,8736,21641,190895,"Agricultura, inclusive apoio à agricultura e a pós colheita",2055,2636
PR,41,4106100,Conselheiro Mairinck,3831,25595,98950,"Agricultura, inclusive apoio à agricultura e a pós colheita",1555,3790
PR,41,4106209,Contenda,17525,21138,379667,Demais serviços,2123,1617
PR,41,4106308,Corbélia,17076,33679,579045,Demais serviços,911,1187
PR,41,4106407,Cornélio Procópio,48551,29744,1447867,Demais serviços,1176,577
PR,41,4106456,Coronel Domingos Soares,7580,23214,175195,"Administração, defesa, educação e saúde públicas e seguridade social",1845,2799
PR,41,4106506,Coronel Vivida,21846,28929,626777,Demais serviços,1240,1115
PR,41,4106555,Corumbataí do Sul,3749,18539,67054,"Administração, defesa, educação e saúde públicas e seguridade social",2505,4457
PR,41,4106803,Cruz Machado,18807,18274,345504,"Administração, defesa, educação e saúde públicas e seguridade social",2538,1721
PR,41,4106571,Cruzeiro do Iguaçu,4376,25961,113422,"Administração, defesa, educação e saúde públicas e seguridade social",1511,3552
PR,41,4106605,Cruzeiro do Oeste,21190,36640,778122,Demais serviços,753,940
PR,41,4106704,Cruzeiro do Sul,4637,43021,198715,"Pecuária, inclusive apoio à pecuária",504,2563
PR,41,4106852,Cruzmaltina,3147,32662,101577,"Agricultura, inclusive apoio à agricultura e a pós colheita",966,3742
PR,41,4106902,Curitiba,1879355,44385,84702357,Demais serviços,471,5
PR,41,4107009,Curiúva,14817,14981,224777,"Administração, defesa, educação e saúde públicas e seguridade social",3045,2352
PR,41,4107108,Diamante do Norte,5463,56813,306166,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",223,1897
PR,41,4107124,Diamante do Sul,3568,15174,53943,"Administração, defesa, educação e saúde públicas e seguridade social",3016,4772
PR,41,4107157,Diamante D'Oeste,5259,18305,96905,"Administração, defesa, educação e saúde públicas e seguridade social",2534,3829
PR,41,4107207,Dois Vizinhos,39138,37879,1509718,Demais serviços,695,555
PR,41,4107256,Douradina,8228,62232,525179,Demais serviços,171,1275
PR,41,4107306,Doutor Camargo,6047,24547,148974,Demais serviços,1681,3078
PR,41,4128633,Doutor Ulysses,5808,11713,67713,"Administração, defesa, educação e saúde públicas e seguridade social",3610,4439
PR,41,4107405,Enéas Marques,6195,37999,234379,Indústrias de transformação,687,2283
PR,41,4107504,Engenheiro Beltrão,14307,29313,419581,Demais serviços,1210,1507
PR,41,4107538,Entre Rios do Oeste,4306,51394,226440,Demais serviços,304,2336
PR,41,4107520,Esperança Nova,1898,22371,41432,"Administração, defesa, educação e saúde públicas e seguridade social",1960,5158
PR,41,4107546,Espigão Alto do Iguaçu,4542,24893,110697,"Agricultura, inclusive apoio à agricultura e a pós colheita",1642,3594
PR,41,4107553,Farol,3388,41788,138860,"Agricultura, inclusive apoio à agricultura e a pós colheita",545,3204
PR,41,4107603,Faxinal,17160,23927,414081,Demais serviços,1752,1526
PR,41,4107652,Fazenda Rio Grande,92204,25010,2381558,Demais serviços,1616,381
PR,41,4107702,Fênix,4908,27514,134762,"Agricultura, inclusive apoio à agricultura e a pós colheita",1352,3269
PR,41,4107736,Fernandes Pinheiro,5954,29554,174486,"Agricultura, inclusive apoio à agricultura e a pós colheita",1195,2809
PR,41,4107751,Figueira,8268,18563,151793,"Administração, defesa, educação e saúde públicas e seguridade social",2500,3045
PR,41,4107850,Flor da Serra do Sul,4802,24763,118418,"Administração, defesa, educação e saúde públicas e seguridade social",1657,3489
PR,41,4107801,Floraí,5126,29967,152922,"Agricultura, inclusive apoio à agricultura e a pós colheita",1158,3036
PR,41,4107900,Floresta,6467,30422,200875,Demais serviços,1128,2550
PR,41,4108007,Florestópolis,11205,24273,269119,Demais serviços,1707,2074
PR,41,4108106,Flórida,2674,22033,59422,"Administração, defesa, educação e saúde públicas e seguridade social",2007,4635
PR,41,4108205,Formosa do Oeste,7296,38917,277596,Demais serviços,638,2027
PR,41,4108304,Foz do Iguaçu,263782,50991,13463838,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",312,72
PR,41,4108452,Foz do Jordão,5210,20228,102739,"Agricultura, inclusive apoio à agricultura e a pós colheita",2254,3714
PR,41,4108320,Francisco Alves,6415,28322,179843,"Agricultura, inclusive apoio à agricultura e a pós colheita",1286,2758
PR,41,4108403,Francisco Beltrão,86499,34694,3069186,Demais serviços,846,295
PR,41,4108502,General Carneiro,14039,24282,340870,"Produção florestal, pesca e aquicultura",1706,1733
PR,41,4108551,Godoy Moreira,3245,16086,51121,"Administração, defesa, educação e saúde públicas e seguridade social",2868,4852
PR,41,4108601,Goioerê,29702,27491,815502,Demais serviços,1355,910
PR,41,4108650,Goioxim,7517,22092,164544,"Agricultura, inclusive apoio à agricultura e a pós colheita",2002,2907
PR,41,4108700,Grandes Rios,6337,19963,123113,"Agricultura, inclusive apoio à agricultura e a pós colheita",2288,3419
PR,41,4108809,Guaíra,32591,26591,876824,Demais serviços,1450,851
PR,41,4108908,Guairaçá,6531,44943,296218,"Agricultura, inclusive apoio à agricultura e a pós colheita",455,1952
PR,41,4108957,Guamiranga,8484,31042,267553,"Agricultura, inclusive apoio à agricultura e a pós colheita",1090,2086
PR,41,4109005,Guapirama,3950,25731,101227,"Agricultura, inclusive apoio à agricultura e a pós colheita",1536,3753
PR,41,4109104,Guaporema,2290,24920,57117,"Agricultura, inclusive apoio à agricultura e a pós colheita",1635,4698
PR,41,4109203,Guaraci,5434,20289,111426,"Administração, defesa, educação e saúde públicas e seguridade social",2243,3583
PR,41,4109302,Guaraniaçu,13998,24970,340618,Demais serviços,1628,1734
PR,41,4109401,Guarapuava,178126,31083,5606255,Demais serviços,1086,174
PR,41,4109500,Guaraqueçaba,7966,13494,106909,"Administração, defesa, educação e saúde públicas e seguridade social",3310,3657
PR,41,4109609,Guaratuba,35182,21192,762614,Demais serviços,2113,960
PR,41,4109658,Honório Serpa,5769,33598,189593,"Agricultura, inclusive apoio à agricultura e a pós colheita",918,2653
PR,41,4109708,Ibaiti,30678,20872,649028,Demais serviços,2172,1088
PR,41,4109757,Ibema,6352,21012,134393,Demais serviços,2148,3273
PR,41,4109807,Ibiporã,52330,45682,2437418,Demais serviços,432,375
PR,41,4109906,Icaraíma,8641,26401,223933,Demais serviços,1470,2359
PR,41,4110003,Iguaraçu,4275,32385,140649,Demais serviços,980,3186
PR,41,4110052,Iguatu,2302,24625,56735,"Agricultura, inclusive apoio à agricultura e a pós colheita",1672,4710
PR,41,4110078,Imbaú,12400,16807,213394,Demais serviços,2752,2446
PR,41,4110102,Imbituva,31055,26187,830628,"Agricultura, inclusive apoio à agricultura e a pós colheita",1486,899
PR,41,4110201,Inácio Martins,11307,15483,175436,"Administração, defesa, educação e saúde públicas e seguridade social",2963,2797
PR,41,4110300,Inajá,3119,18210,57124,"Agricultura, inclusive apoio à agricultura e a pós colheita",2549,4697
PR,41,4110409,Indianópolis,4481,118803,535086,Indústrias de transformação,33,1246
PR,41,4110508,Ipiranga,14978,31435,475891,"Agricultura, inclusive apoio à agricultura e a pós colheita",1062,1379
PR,41,4110607,Iporã,14887,30902,454387,Demais serviços,1096,1425
PR,41,4110656,Iracema do Oeste,2512,30627,75403,"Agricultura, inclusive apoio à agricultura e a pós colheita",1110,4271
PR,41,4110706,Irati,59708,29692,1794165,Demais serviços,1186,471
PR,41,4110805,Iretama,10689,22495,238630,Demais serviços,1942,2262
PR,41,4110904,Itaguajé,4639,22105,102126,"Administração, defesa, educação e saúde públicas e seguridade social",1999,3729
PR,41,4110953,Itaipulândia,10236,32886,348162,Demais serviços,955,1711
PR,41,4111001,Itambaracá,6852,20027,136563,"Agricultura, inclusive apoio à agricultura e a pós colheita",2280,3246
PR,41,4111100,Itambé,6192,29018,180202,"Agricultura, inclusive apoio à agricultura e a pós colheita",1234,2752
PR,41,4111209,Itapejara d'Oeste,11454,45479,531425,Demais serviços,441,1259
PR,41,4111258,Itaperuçu,26755,15564,427996,Demais serviços,2957,1486
PR,41,4111308,Itaúna do Sul,3349,23757,76711,Demais serviços,1779,4241
PR,41,4111407,Ivaí,13628,27591,380669,"Agricultura, inclusive apoio à agricultura e a pós colheita",1346,1614
PR,41,4111506,Ivaiporã,32710,23082,755258,Demais serviços,1862,965
PR,41,4111555,Ivaté,8013,23072,187341,Demais serviços,1864,2672
PR,41,4111605,Ivatuba,3201,31663,102588,Demais serviços,1044,3718
PR,41,4111704,Jaboti,5197,17588,92427,"Administração, defesa, educação e saúde públicas e seguridade social",2626,3908
PR,41,4111803,Jacarezinho,40243,29278,1178814,Demais serviços,1218,671
PR,41,4111902,Jaguapitã,13174,57804,774453,Indústrias de transformação,210,944
PR,41,4112009,Jaguariaíva,34468,40846,1422343,Indústrias de transformação,576,588
PR,41,4112108,Jandaia do Sul,21203,30796,657214,Demais serviços,1103,1073
PR,41,4112207,Janiópolis,6114,24945,147099,"Agricultura, inclusive apoio à agricultura e a pós colheita",1632,3105
PR,41,4112306,Japira,5071,19900,101170,"Agricultura, inclusive apoio à agricultura e a pós colheita",2296,3754
PR,41,4112405,Japurá,9167,24925,231975,Demais serviços,1634,2299
PR,41,4112504,Jardim Alegre,12191,20890,251077,Demais serviços,2167,2184
PR,41,4112603,Jardim Olinda,1409,30291,42286,"Agricultura, inclusive apoio à agricultura e a pós colheita",1133,5130
PR,41,4112702,Jataizinho,12504,14780,186455,Demais serviços,3082,2676
PR,41,4112751,Jesuítas,8964,37483,332136,Demais serviços,708,1771
PR,41,4112801,Joaquim Távora,11544,51827,607984,Indústrias de transformação,293,1150
PR,41,4112900,Jundiaí do Sul,3456,26362,90420,"Agricultura, inclusive apoio à agricultura e a pós colheita",1471,3946
PR,41,4112959,Juranda,7697,40018,306140,"Agricultura, inclusive apoio à agricultura e a pós colheita",606,1898
PR,41,4113007,Jussara,6963,30459,214003,Comércio e reparação de veículos automotores e motocicletas,1125,2438
PR,41,4113106,Kaloré,4438,24831,108460,"Agricultura, inclusive apoio à agricultura e a pós colheita",1650,3630
PR,41,4113205,Lapa,47557,39093,1879102,Indústrias de transformação,631,455
PR,41,4113254,Laranjal,6292,13539,84012,"Administração, defesa, educação e saúde públicas e seguridade social",3297,4071
PR,41,4113304,Laranjeiras do Sul,32133,22559,730423,Demais serviços,1932,984
PR,41,4113403,Leópolis,4165,29972,123816,"Agricultura, inclusive apoio à agricultura e a pós colheita",1157,3403
PR,41,4113429,Lidianópolis,3774,22236,81428,"Agricultura, inclusive apoio à agricultura e a pós colheita",1984,4131
PR,41,4113452,Lindoeste,5187,28829,146191,Demais serviços,1248,3113
PR,41,4113502,Loanda,22603,23347,534706,Demais serviços,1825,1250
